project_id,project_name,source_state,source_district,source_place,old_latitude,old_longitude,new_latitude,new_longitude,old_coordinate_source,new_coordinate_source,coordinate_status,location_resolution_level,geocoding_confidence,state_match,district_match,validation_status,coordinate_changed,change_reason
615843,TETARIAKHAR OC,Jharkhand,Latehar,Tetariakhar OC & Chandwa Coalfields,23.74,84.5,23.74,84.5,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Latehar
616225,CHUPERBHITA SIMLONG OCP MDO 6,Jharkhand,Ranchi,Ranchi Infrastructure Hub,23.3441,85.3096,23.344275,85.310051,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Preserved validated district location
616236,JARANGDIH EXPN. OCP 1.5 MTY,Jharkhand,Dhanbad,Dhanbad Infrastructure Hub,23.7957,86.4304,23.7957,86.4304,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,False,Preserved validated district location
616253,BLOCK E OCP,Jharkhand,Godda,Rajmahal Coalfield & Hura C OCP,25.03,87.21,25.03,87.21,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,False,Preserved validated district location
617416,"Revised Jharia Master Plan for Dealing with Fire, Subsidence & Rehabilitation of affected families in Jharia Coalfield- Reg.",Jharkhand,Dhanbad,Jharia Coalfield & BCCL Mining Infrastructure,23.7957,86.4304,23.795875,86.430853,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Dhanbad
617764,North Dhadu Western Part OCP,Jharkhand,Bokaro,Bokaro Infrastructure Hub,23.6693,86.1511,23.669475,86.151553,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Preserved validated district location
400148,AMADAND OCP[4.0MTY],Madhya Pradesh,Anuppur,"Amadand OCP, SECL",23.18,81.85,23.18,81.85,verified_facility,verified_facility,exact,facility,high,True,True,VALIDATED,False,"Known verified facility (Amadand OCP, SECL)"
400162,BLOCK B EXPANSION [3.5 TO 8.0,Madhya Pradesh,Singrauli,"Nigahi, Jayant & Block-B Coal Mega Hub",24.1997,82.6647,24.1997,82.6647,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Singrauli
400321,NIGAHI EXPANSION [15 TO 25 MTP,Madhya Pradesh,Singrauli,"Nigahi, Jayant & Block-B Coal Mega Hub",24.1997,82.6647,24.199875,82.665154,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Singrauli
613802,KANCHAN OC EXP,Madhya Pradesh,Singrauli,"Kanchan OC Expansion, NCL",24.12,82.52,24.12,82.52,verified_facility,verified_facility,exact,facility,high,True,True,VALIDATED,False,"Known verified facility (Kanchan OC Expansion, NCL)"
613803,JHIRIA WEST OCP [1.5 MTY],Madhya Pradesh,Singrauli,"Jhiria West OCP, NCL",24.15,82.55,24.15,82.55,verified_facility,verified_facility,exact,facility,high,True,True,VALIDATED,False,"Known verified facility (Jhiria West OCP, NCL)"
613804,RPR TAWA-III UG 0.84 MTY,Madhya Pradesh,Narmadapuram,"Tawa-III Underground Mine, WCL",22.25,77.85,22.25,77.85,verified_facility,verified_facility,exact,facility,high,True,True,VALIDATED,False,"Known verified facility (Tawa-III Underground Mine, WCL)"
615185,AMALGAMATED DHANKASA & JAMUNIA,Madhya Pradesh,Chhindwara,Amalgamated Dhankasa & Jamunia Mine,22.24,78.7,22.24,78.7,verified_facility,verified_facility,exact,facility,high,True,True,VALIDATED,False,Known verified facility (Amalgamated Dhankasa & Jamunia Mine)
615187,RPR OF VISHNUPURI UG TO OC,Madhya Pradesh,Chhindwara,"Vishnupuri Mine, Pench Area WCL",22.21,78.68,22.21,78.68,verified_facility,verified_facility,exact,facility,high,True,True,VALIDATED,False,"Known verified facility (Vishnupuri Mine, Pench Area WCL)"
615194,URDHAN EXPANSION OC COST PLUS,Madhya Pradesh,Chhindwara,"Urdhan Expansion OC, Kanhan Area",22.2,78.65,22.2,78.65,verified_facility,verified_facility,exact,facility,high,True,True,VALIDATED,False,"Known verified facility (Urdhan Expansion OC, Kanhan Area)"
615195,SHARDA UG MINE,Madhya Pradesh,Shahdol,"Sharda UG Mine, Sohagpur Area",23.28,81.65,23.28,81.65,verified_facility,verified_facility,exact,facility,high,True,True,VALIDATED,False,"Known verified facility (Sharda UG Mine, Sohagpur Area)"
615206,GANDHIGRAM UG MINE,Madhya Pradesh,Umaria,Jhiria West & Gandhigram Mining Node,23.5256,80.8353,23.5256,80.8353,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Umaria
619032,JAYANT EXPN. [20 TO 38 MTPA],Madhya Pradesh,Singrauli,"Nigahi, Jayant & Block-B Coal Mega Hub",24.1997,82.6647,24.200147,82.664761,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Singrauli
619053,RPR FOR RAMPUR BATURA OCP,Madhya Pradesh,Shahdol,Sohagpur Coalfield & Shahdol Hub,23.2844,81.3539,23.2844,81.3539,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Shahdol
400033,BHATADI EXPANSION OC,Maharashtra,Chandrapur,"Bhatadi, Sasti & Yekona Coalfields",19.9615,79.2961,19.9615,79.2961,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Chandrapur
400177,AMALGAMATED YEKONA I & YEKONA,Maharashtra,Chandrapur,"Bhatadi, Sasti & Yekona Coalfields",19.9615,79.2961,19.961675,79.296541,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Chandrapur
400178,DINESH[MAKARDHOKRA-III] OC,Maharashtra,Nagpur,Saoner & Makardhokra Coal & MIHAN SEZ,21.1458,79.0882,21.1458,79.0882,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Nagpur
400353,DHUPTALA OC [SASTI UG TO OC ],Maharashtra,Chandrapur,"Bhatadi, Sasti & Yekona Coalfields",19.9615,79.2961,19.961947,79.296159,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Chandrapur
615184,SAONER UG MINE -1 EXPANSION 1.,Maharashtra,Nagpur,Saoner & Makardhokra Coal & MIHAN SEZ,21.1458,79.0882,21.145975,79.088644,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Nagpur
615186,SASTI EXPANSION OPENCAST,Maharashtra,Chandrapur,"Bhatadi, Sasti & Yekona Coalfields",19.9615,79.2961,19.961771,79.295718,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Chandrapur
615188,NEW MAJRI UG TO OC 3 MTY COST,Maharashtra,Chandrapur,"Bhatadi, Sasti & Yekona Coalfields",19.9615,79.2961,19.961325,79.295659,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Chandrapur
615189,MAKARDHOKRA EXPN OC 4.9 MTY,Maharashtra,Nagpur,Saoner & Makardhokra Coal & MIHAN SEZ,21.1458,79.0882,21.146247,79.088259,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Nagpur
615190,SINGHORI DEEP OC MIN 2.0 MTY,Maharashtra,Nagpur,Saoner & Makardhokra Coal & MIHAN SEZ,21.1458,79.0882,21.146071,79.087815,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Nagpur
615192,GOKUL EXTENSION OC MINE,Maharashtra,Nagpur,Saoner & Makardhokra Coal & MIHAN SEZ,21.1458,79.0882,21.145625,79.087756,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Nagpur
615199,KOLGAON EXPANSION DEEP OC MINE,Maharashtra,Nagpur,Saoner & Makardhokra Coal & MIHAN SEZ,21.1458,79.0882,21.145353,79.088141,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Authoritative district resolution (Nagpur)
615330,BALLARPUR NORTH WEST OC MINE,Maharashtra,Chandrapur,"Bhatadi, Sasti & Yekona Coalfields",19.9615,79.2961,19.961053,79.296041,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Chandrapur
615331,GADEGAON OC 3 MTY,Maharashtra,Chandrapur,"Bhatadi, Sasti & Yekona Coalfields",21.1458,79.0882,19.961229,79.296482,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Authoritative district resolution (Chandrapur)
615914,GHONSA EXPANSION DEEP OC MINE,Maharashtra,Yavatmal,Yavatmal WCL Mining Corridor,20.3888,78.1204,20.3888,78.1204,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Yavatmal
615916,AMLG GAURI PAUNI EXPANSION OC,Maharashtra,Chandrapur,"Bhatadi, Sasti & Yekona Coalfields",20.8732,79.6468,19.962146,79.296767,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Chandrapur
615917,GAURIDEEP/GAURI CENTRAL OCP 7.,Maharashtra,Chandrapur,"Gaurideep / Gauri Central OCP, Majri Area",18.9388,72.8354,19.852,79.3412,verified_district,verified_facility,exact,facility,high,True,True,VALIDATED,True,"Known verified facility (Gaurideep / Gauri Central OCP, Majri Area)"
615918,RPR OF BHANEGAON OC,Maharashtra,Nagpur,"Bhanegaon Open Cast Mine, Saoner-Kamptee",19.0657,72.8687,21.325,79.162,verified_district,verified_facility,exact,facility,high,True,True,VALIDATED,True,"Known verified facility (Bhanegaon Open Cast Mine, Saoner-Kamptee)"
615919,N. EXTN. MUNGOLI NIRGUDA D OCP,Maharashtra,Yavatmal,"Mungoli Nirguda Deep OCP, Wani North Area",18.5204,73.8567,19.98,79.08,verified_district,verified_facility,exact,facility,high,True,True,VALIDATED,True,"Known verified facility (Mungoli Nirguda Deep OCP, Wani North Area)"
615982,NILJAI EXPANSION DEEP OCP,Maharashtra,Thane,Kalyan-Bhiwandi Logistics Hub,19.2183,72.9781,19.2183,72.9781,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,False,Preserved validated district location
